keyword,keyword sv,Keywords (in the same cluster),Avg Search Volume,Total_Search_Volume,relevance_score,Chewy_URL,product_count,CTR
silicone litter for cats,20,silicone litter for cats,20,20,3.514667366,"https://www.chewy.com/scoopfree-premium-scented-non/dp/168435, https://www.chewy.com/alpha-paw-genius-litter-health/dp/370790, https://www.chewy.com/fresh-step-fresh-scented-non-clumping/dp/103428, https://www.chewy.com/ultra-pearls-micro-unscented-non/dp/137589, https://www.chewy.com/litter-pearls-crystal-clear-unscented/dp/137601, https://www.chewy.com/petfusion-toughgrip-gray-cat-litter/dp/121849, https://www.chewy.com/litter-pearls-micro-crystal-unscented/dp/137603, https://www.chewy.com/dr-elseys-stress-protection-unscented/dp/44480, https://www.chewy.com/dr-elseys-precious-cat-crystal-silica/dp/28979, https://www.chewy.com/frisco-micro-crystal-unscented/dp/258626, https://www.chewy.com/petlinks-purrfect-paws-cat-litter-mat/dp/130159, https://www.chewy.com/frisco-micro-crystal-unscented-non/dp/258628, https://www.chewy.com/ultra-pearls-unscented-non-clumping/dp/137587, https://www.chewy.com/ultra-unscented-clumping-crystal-cat/dp/137591",10,0
skipjack tuna cat food,20,skipjack tuna cat food,20,20,8.172539915,https://www.chewy.com/wellness-core-signature-selects/dp/49414,36,0
snake tank humidity,20,snake tank humidity,20,20,1.847203521,,7,
stainless steel dog door,20,stainless steel dog door,20,20,1.935058749,,6,
sullivan show cattle supplies,20,sullivan show cattle supplies,20,20,1.777780244,,6,
sun conure treats,20,sun conure treats,20,20,2.730311363,,8,
technology cat,20,technology cat,20,20,4.647403977,,423,
thermoplastic rubber dog toys,20,thermoplastic rubber dog toys,20,20,7.806679278,https://www.chewy.com/f/thermoplastic-rubber-dog-toys_c315_f7v658388?sort=lowestPrice,118,0.333333333
this and that dog treats,20,this and that dog treats,20,20,8.647941745,,10000,
thyroid dog food,20,thyroid dog food,20,20,6.242595748,,71,
tidy cat litter 20 lb bag,20,tidy cat litter 20 lb bag,20,20,3.73365837,https://www.chewy.com/tidy-cats-4-in-1-scented-clumping/dp/114077,9,0
timer for lizard lights,20,timer for lizard lights,20,20,1.505377893,,6,
turtle food dish,20,turtle food dish,20,20,2.561140541,,7,
uvb light for hermit crabs,20,uvb light for hermit crabs,20,20,2.068670507,,6,
wavemaker aquarium pumps,20,wavemaker aquarium pumps,20,20,3.961278429,,11,
wild bird food storage containers,20,wild bird food storage containers,20,20,1.987183542,,5,
winter dog paw care,20,"winter dog paw care, dog paw care winter","20.0, 10.0",30,5.07397309,,17,
yellow fish food,20,yellow fish food,20,20,7.144215034,,154,
yeti dog supplies,20,yeti dog supplies,20,20,1.669167066,,5,
zoomies cat toys,20,zoomies cat toys,20,20,4.445101749,"https://www.chewy.com/frisco-zoomies-chill-popcorn-teaser/dp/268201, https://www.chewy.com/frisco-zoomies-chill-gummy-bear-plush/dp/268203, https://www.chewy.com/frisco-zoomies-chill-remote-plush/dp/268197, https://www.chewy.com/frisco-zoomies-chill-award-plush-cat/dp/268207, https://www.chewy.com/hexbug-remote-control-mouse-cat-toy/dp/151630",13,0.047619048
1/6 cat toys,10,"1/6 cat toys, cat toys 1/6","10.0, 10.0",20,6.524377933,,61,
12 dog coats,10,12 dog coats,10,10,7.332736362,,380,
16 goat feed,10,16 goat feed,10,10,2.208486274,,6,
1kg fish food,10,"1kg fish food, fish food 1kg, fish food 25 kg","10.0, 10.0, 10.0",30,5.169505608,,18,
20 bird bath,10,20 bird bath,10,10,3.842773209,,15,
3 peaks dog coats,10,"3 peaks dog coats, dog coat 3 peaks","10.0, 10.0",20,7.440964618,,56,
3 peaks dog collars,10,3 peaks dog collars,10,10,6.426734784,,285,
3 peaks dog toys,10,3 peaks dog toys,10,10,7.512455526,,930,
3/4 riding boots,10,3/4 riding boots,10,10,5.134582882,,21,
4 paws dog kennels,10,4 paws dog kennels,10,10,2.137202261,,8,
40 riding boots,10,40 riding boots,10,10,2.929181933,,8,
5 star dog kennels,10,"5 star dog kennels, five star dog kennels","10.0, 10.0",20,1.643821405,,9,
5 star dog treats,10,5 star dog treats,10,10,5.856972016,,20,
50 lb bag of horse feed,10,50 lb bag of horse feed,10,10,7.569842662,,97,
50/50 horse feed,10,50/50 horse feed,10,10,7.025361553,,119,
5f blade for dog clippers,10,"5f blade for dog clippers, dog clippers with 7f blade","10.0, 10.0",20,4.091361897,,11,
7 plus cat food,10,7 plus cat food,10,10,7.765567114,,35,
aces dog supplies,10,aces dog supplies,10,10,3.960391704,,24,
adventure cat supplies,10,adventure cat supplies,10,10,5.400289298,,234,
african lovebird food,10,african lovebird food,10,10,2.889046336,,8,
akc puppy supplies,10,akc puppy supplies,10,10,3.640455674,,15,
all natural dog treats canada,10,"all natural dog treats canada, natural dog treats canada","10.0, 10.0",20,2.885524161,https://www.chewy.com/crumps-naturals-plaque-busters-beef/dp/259545,7,0
and pumpkin dog food,10,and pumpkin dog food,10,10,8.562982795,,1140,
antler dog chews xl,10,antler dog chews xl,10,10,5.637328402,,33,
aquarium & pond h2o,10,aquarium & pond h2o,10,10,6.013259579,,78,
aquarium light 10 gallon tank,10,aquarium light 10 gallon tank,10,10,5.776879595,,40,
aquarium ornaments caves,10,aquarium ornaments caves,10,10,4.355657292,,14,
aquarium ornaments wood,10,aquarium ornaments wood,10,10,5.972378783,,29,
aquarium pump manufacturers,10,aquarium pump manufacturers,10,10,7.865426411,,37,
aquarium water as plant fertilizer,10,aquarium water as plant fertilizer,10,10,2.431971483,,5,
aragonite sand saltwater aquarium,10,aragonite sand saltwater aquarium,10,10,3.096065767,,7,
argan oil dog conditioner,10,argan oil dog conditioner,10,10,7.852109402,,41,
battery fish tank cleaner,10,battery fish tank cleaner,10,10,1.787921428,,5,
bearded dragon coconut substrate,10,bearded dragon coconut substrate,10,10,3.829193213,,17,
beef it up dog food,10,beef it up dog food,10,10,8.37163611,,347,
beef pro dog food feeding guide,10,beef pro dog food feeding guide,10,10,2.342649456,,5,
bengal cat supplies,10,bengal cat supplies,10,10,2.366446756,,9,
beta chicken dog food,10,"beta chicken dog food, beta puppy food","10.0, 10.0",20,8.280023704,,332,
betta fish food brine shrimp,10,"betta fish food brine shrimp, goldfish food for betta fish, shrimp food for betta fish","10.0, 10.0, 10.0",30,4.160567575,https://www.chewy.com/tetra-betta-3-in-1-select-food-fish/dp/125569,12,0
big w cat toys,10,big w cat toys,10,10,3.864856657,,19,
bird bath plastic dish,10,"bird bath plastic dish, plastic bird bath dish","10.0, 10.0",20,3.974455368,,19,
bird cage seed cover,10,bird cage seed cover,10,10,2.041895722,,5,
bird feeding dog treats,10,bird feeding dog treats,10,10,6.157209145,,34,
bird food plants,10,bird food plants,10,10,7.581637865,,57,
bird glider toys,10,bird glider toys,10,10,2.659369164,,8,
bird perch with bowl,10,bird perch with bowl,10,10,2.771880792,,7,
bird treats for budgies,10,bird treats for budgies,10,10,8.219078909,,85,
biscuit puppy toy,10,biscuit puppy toy,10,10,2.899939396,,7,
black beauty horse clippers,10,black beauty horse clippers,10,10,3.360601316,,12,
black cat technology,10,"black cat technology, black cat technology solutions","10.0, 10.0",20,5.917943617,,112,
black dog with hat,10,black dog with hat,10,10,7.870205374,,99,
black duck food,10,black duck food,10,10,7.359953925,,253,
black horse coat supplements,10,black horse coat supplements,10,10,3.412475922,,8,
blackstrap molasses dog treats,10,blackstrap molasses dog treats,10,10,6.10349397,,21,
blue bacon dog treats,10,blue bacon dog treats,10,10,8.894005291,,161,
blue cat technology,10,blue cat technology,10,10,5.45446074,,88,
brown horse riding gloves,10,brown horse riding gloves,10,10,1.814292667,,6,
calcium bone for puppy,10,calcium bone for puppy,10,10,5.841490838,,42,
cat 1 games,10,"cat 1 games, cat 5 games","10.0, 10.0",20,6.024600967,,105,
cat 6 clipper,10,cat 6 clipper,10,10,3.833396431,,15,
cat 6 supplies,10,cat 6 supplies,10,10,5.249802375,,1037,
cat bed base,10,cat bed base,10,10,3.560163906,,13,
cat beds and blankets,10,cat beds and blankets,10,10,8.87715571,,125,
cat bowl of milk,10,cat bowl of milk,10,10,2.223231729,,6,
cat bowl open with collar,10,cat bowl open with collar,10,10,5.550272709,,58,
cat cage game,10,cat cage game,10,10,4.345328491,,22,
cat cave wood,10,cat cave wood,10,10,2.306816334,,6,
cat clothes anime,10,cat clothes anime,10,10,7.234850618,,149,
cat clothes line,10,cat clothes line,10,10,6.996967311,,34,
cat collar kit,10,cat collar kit,10,10,3.754236358,,16,
cat collars diamante,10,cat collars diamante,10,10,2.536448735,,6,
cat design kitchen towels,10,cat design kitchen towels,10,10,3.879450046,,11,
cat h2o dental care,10,cat h2o dental care,10,10,8.866810376,,86,
cat harness pet stock,10,cat harness pet stock,10,10,5.19819771,,26,
cat hormone injection,10,cat hormone injection,10,10,6.304285583,,33,
cat kennel with flap,10,cat kennel with flap,10,10,5.931914193,,29,
cat litter technology,10,cat litter technology,10,10,7.582898159,,35,
cat mouse feeder toy,10,cat mouse feeder toy,10,10,5.151405619,https://www.chewy.com/doc-phoebes-cat-co-indoor-hunting-cat/dp/179101,24,0.25
cat pillow personalized,10,cat pillow personalized,10,10,7.389375811,,48,
cat protection gifts,10,cat protection gifts,10,10,5.29154837,,44,
cat shampoo bar,10,cat shampoo bar,10,10,2.30637807,,5,
cat shampoo ph,10,cat shampoo ph,10,10,6.358995227,,25,
cat shirt xxl,10,cat shirt xxl,10,10,8.378656309,,356,
cat soup kitchen,10,cat soup kitchen,10,10,2.431485197,,5,
cat supplies london,10,cat supplies london,10,10,4.295940756,,23,
cat supplies toronto,10,cat supplies toronto,10,10,1.971119535,,8,
cat sweater xl,10,cat sweater xl,10,10,7.608258052,,287,
cat treats bad for cats,10,cat treats bad for cats,10,10,2.140718718,,5,
cat treats nz,10,cat treats nz,10,10,3.384253292,"https://www.chewy.com/new-zealand-natural-pet-food-co-meow/dp/290050, https://www.chewy.com/new-zealand-natural-pet-food-co-meow/dp/290046",9,0
cat trees by max,10,cat trees by max,10,10,2.211429246,,5,
cat unicorn gifts,10,cat unicorn gifts,10,10,5.385643514,,23,
cattle b12 supplements,10,cattle b12 supplements,10,10,4.495095076,,22,
cattle feed for winter,10,cattle feed for winter,10,10,2.817110544,,12,
certified organic cat food,10,certified organic cat food,10,10,6.651620624,,35,
chicken and duck supplies,10,chicken and duck supplies,10,10,5.534549855,,294,
chicken egg supplies,10,chicken egg supplies,10,10,7.195954261,,1331,
chicken heart vitamins,10,chicken heart vitamins,10,10,7.36020288,,316,
chicken incubator supplies,10,chicken incubator supplies,10,10,7.049136102,,29,
chicken jerky dog treats dehydrator,10,"chicken jerky dog treats dehydrator, dog chicken jerky dehydrator","10.0, 10.0",20,3.950331105,,10,
chicken nuggets vitamins,10,chicken nuggets vitamins,10,10,3.025692354,,8,
chicken treat breakfast,10,chicken treat breakfast,10,10,2.99128657,,8,
chicken treat burgers,10,chicken treat burgers,10,10,2.182232207,,5,
chicken treat menu,10,"chicken treat menu, natures menu chicken treats","10.0, 10.0",20,2.4601493,,6,
chicken treat nuggets,10,chicken treat nuggets,10,10,4.100126048,,11,
chicken treat offers,10,chicken treat offers,10,10,7.877428454,,747,
chicken treat wraps,10,chicken treat wraps,10,10,7.397157054,,138,
chicken treats and toys,10,chicken treats and toys,10,10,8.317085544,,122,
chicken treats hens,10,chicken treats hens,10,10,9.076432647,,7965,
chicken vitamin b6,10,"chicken vitamin b6, vitamin b6 chicken","10.0, 10.0",20,7.03422203,,1288,
childrens riding chaps,10,childrens riding chaps,10,10,1.75243335,,8,
chilli dog clothing,10,chilli dog clothing,10,10,4.277793932,,13,
chinchilla cage mats,10,chinchilla cage mats,10,10,2.695196723,,9,
chinchilla dog bed,10,chinchilla dog bed,10,10,7.637325803,,36,
chinchilla treat box,10,chinchilla treat box,10,10,7.547902363,,50,
cichlid aquarium lighting,10,cichlid aquarium lighting,10,10,3.523029681,,23,
cleaning cat kennels,10,cleaning cat kennels,10,10,5.895725117,,140,
cleaning fish tank accessories,10,"cleaning fish tank accessories, fish tank accessories free","10.0, 10.0",20,6.774943906,,277,
cockatiel and parakeet food,10,cockatiel and parakeet food,10,10,8.286219807,,48,
cocker spaniel home decor,10,cocker spaniel home decor,10,10,1.89284319,,5,
coconut dog biscuits,10,"coconut dog biscuits, coconut flour dog biscuits, dog biscuits with coconut flour","10.0, 10.0, 10.0",30,8.427699833,,101,
collagen chicken dog treats,10,collagen chicken dog treats,10,10,8.775192618,,66,
corned beef dog food,10,"corned beef dog food, corned beef dog treats","10.0, 10.0",20,8.977675717,,774,
cricket farming for chickens,10,"cricket farming for chickens, live crickets for chickens","10.0, 10.0",20,2.657579774,,7,
cuties cat food,10,cuties cat food,10,10,3.481933608,,8,
dark horse supplies,10,dark horse supplies,10,10,2.573560793,,12,
degu pet supplies,10,degu pet supplies,10,10,6.600429096,,162,
degu water bottles,10,degu water bottles,10,10,4.199341156,,28,
dehydrated butternut squash dog treats,10,dehydrated butternut squash dog treats,10,10,4.862852167,,17,
dehydrated carrot dog treats,10,dehydrated carrot dog treats,10,10,8.140221772,,267,
dehydrated kangaroo dog food,10,dehydrated kangaroo dog food,10,10,2.69326331,,5,
dehydrated pork dog treats,10,"dehydrated pork dog treats, dehydrated pork liver dog treats","10.0, 10.0",20,8.760655738,,57,
dehydrated salmon cat treats,10,dehydrated salmon cat treats,10,10,9.185428693,"https://www.chewy.com/justfoodforcats-salmon-bark/dp/394390, https://www.chewy.com/made-by-nacho-freeze-dried-wild/dp/396148",131,0
dehydrated tuna dog treats,10,dehydrated tuna dog treats,10,10,2.71928476,,5,
deodorizing cat wipes,10,deodorizing cat wipes,10,10,7.283686235,,126,
derby horse supplies,10,derby horse supplies,10,10,6.437901092,,38,
disinfecting horse brushes,10,disinfecting horse brushes,10,10,2.800947883,,7,
dog ball launcher nerf,10,dog ball launcher nerf,10,10,2.094026027,"https://www.chewy.com/nerf-dog-blaster-tennis-balls-dog-toy/dp/213982, https://www.chewy.com/nerf-dog-tennis-ball-blaster-dog-toy/dp/134162",5,0
dog bandanas england,10,"dog bandanas england, england dog bandanas","10.0, 10.0",20,2.844376109,,9,
dog bandanas matching,10,dog bandanas matching,10,10,3.566305654,,11,
dog bones are made of,10,"dog bones are made of, quality dog bones","10.0, 10.0",20,7.709933525,https://www.chewy.com/bones-chews-made-in-usa-roasted/dp/114673,117,0
dog brush double sided,10,dog brush double sided,10,10,4.314925295,https://www.chewy.com/petkin-soft-grip-bamboo-two-sided-dog/dp/236196,13,0
dog clothing london,10,"dog clothing london, dog coats london","10.0, 10.0",20,4.013689917,,18,
dog clothing toronto,10,dog clothing toronto,10,10,2.428029539,,6,
dog coat 14 inch,10,dog coat 14 inch,10,10,1.645692417,,5,
dog coats cockapoo,10,dog coats cockapoo,10,10,2.078182139,,7,
dog dress game,10,dog dress game,10,10,5.791453623,,41,
dog england shirts,10,"dog england shirts, england dog shirts","10.0, 10.0",20,2.281360144,,5,
dog fashion glasses,10,dog fashion glasses,10,10,1.442714812,,5,
dog food 60 meat,10,dog food 60 meat,10,10,3.247063541,,9,
dog gifts canada,10,dog gifts canada,10,10,3.857794944,,16,
dog halters and leads,10,dog halters and leads,10,10,2.209527279,,6,
dog harness 3 peaks,10,dog harness 3 peaks,10,10,7.061802636,,95,
dog hot spot treatment coconut oil,10,dog hot spot treatment coconut oil,10,10,2.700238813,,7,
dog ice cream giant,10,dog ice cream giant,10,10,1.899554597,,5,
dog limited hats,10,dog limited hats,10,10,4.082708486,,12,
dog liver treats nz,10,dog liver treats nz,10,10,2.399039876,,6,
dog mom calendar,10,dog mom calendar,10,10,1.913690993,,6,
dog no balls,10,dog no balls,10,10,7.598327386,,726,
dog pajamas pink,10,dog pajamas pink,10,10,2.913436443,,7,
dog playpen extension,10,dog playpen extension,10,10,1.752988062,,6,
dog pool events,10,dog pool events,10,10,6.487002525,,113,
dog poop bag holder for lead,10,dog poop bag holder for lead,10,10,5.682883819,,19,
dog ramp up to bed,10,dog ramp up to bed,10,10,4.494177057,,17,
dog shock collar yard,10,dog shock collar yard,10,10,4.52016725,,13,
dog shower for car,10,dog shower for car,10,10,2.345346326,,5,
dog supplies london,10,dog supplies london,10,10,5.269145295,,42,
dog supplies vegas,10,dog supplies vegas,10,10,3.681924555,,17,
dog toothpaste peanut butter flavor,10,dog toothpaste peanut butter flavor,10,10,2.746323665,https://www.chewy.com/petkin-plaque-peanut-butter-flavor/dp/199477,6,0
dog toothpaste that removes tartar,10,"dog toothpaste that removes tartar, will dog toothpaste remove tartar","10.0, 10.0",20,7.736810901,,38,
dog towel for car,10,dog towel for car,10,10,2.406921479,,7,
dog treats liver bites,10,"dog treats liver bites, liver bites dog treats","10.0, 10.0",20,7.973113518,"https://www.chewy.com/purebites-beef-liver-freeze-dried-raw/dp/35001, https://www.chewy.com/chewmasters-beef-liver-bites-freeze/dp/54113",93,
dog treats nz,10,"dog treats nz, natural dog treats nz","10.0, 10.0",20,3.41282497,,9,
dog urinary support chews,10,dog urinary support chews,10,10,8.537307021,,93,
dog vitamins canada,10,dog vitamins canada,10,10,4.13613181,,14,
dog walking fashion,10,dog walking fashion,10,10,5.35503907,,20,
dog water bottle leaf,10,dog water bottle leaf,10,10,5.984770918,,313,
dried salmon skin dog treats,10,dried salmon skin dog treats,10,10,8.885673927,,75,
dry cat food kibble size,10,dry cat food kibble size,10,10,6.25499867,"https://www.chewy.com/royal-canin-feline-health-nutrition/dp/29865, https://www.chewy.com/hills-science-diet-adult-chicken/dp/29982, https://www.chewy.com/nulo-freestyle-duck-lentils-recipe/dp/104628, https://www.chewy.com/hills-science-diet-adult-indoor/dp/29981, https://www.chewy.com/blue-buffalo-tastefuls-chicken-indoor/dp/28822, https://www.chewy.com/american-journey-turkey-chicken/dp/158628",25,0
